,imdbID,Title,Released,Country,Language,Rated,Runtime,Year,imdbRating,imdbVotes,tomatoConsensus,tomatoFresh,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,Nominated Oscars,Won Oscars,Other wins,Other nominations, Action, Adventure, Biography, Comedy, Crime, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Musical,Mystery,N/A,Romance,Sci-Fi,Thriller,Western,Unnamed: 0.1,titles_new,wiki_url_new,imdb_link_new,rt_link_new,imdb_id,budget_new,currency_budget,box_office_new,currency_bo,budget_USD,box_USD,A_mean_age,A_mean_credit,D_mean_age,D_mean_credit,mean_rate
331,tt3567288,The Visit,2015-09-11 00:00:00,USA,English,PG-13,94.0,2015,6.4,25833,The Visit provides horror fans with a satisfying blend of thrills and laughs -- and also signals a welcome return to form for writer-director M. Night Shyamalan.,119.0,63.0,5.7,189.0,70.0,56.0,3.3,27622.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,245.0,The Visit,/wiki/The_Visit_(2015_film),http://www.imdb.com/title/tt3567288/,,tt3567288,5000000.0,USD,61158030.0,USD,,61158030.0,51.8519950074,17.0,45.0978781656,14.0,6.5
334,tt3569230,Legend,2015-11-20 00:00:00,"UK, France",English,R,131.0,2015,7.5,14530,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,249.0,Legend,/wiki/Legend_(2015_film),http://www.imdb.com/title/tt3569230/,http://www.rottentomatoes.com/m/legend_2015/,tt3569230,30000000.0,USD,,,,,38.1793292266,48.0,54.8391512663,7.0,7.5
335,tt3585004,Zhongkui: Snow Girl and the Dark Crystal,2015-02-19 00:00:00,"China, Hong Kong, USA",Mandarin,,118.0,2015,5.1,594,,,,,,,26.0,2.7,221.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,71.0,Zhong Kui: Snow Girl and the Dark Crystal,/wiki/Zhong_Kui:_Snow_Girl_and_the_Dark_Crystal,http://www.imdb.com/title/tt3585004/,,tt3585004,26400000.0,USD,131076.0,USD,,131076.0,47.8301554708,37.3333333333,63.1348391513,3.0,5.25
338,tt3595298,Prem Ratan Dhan Payo,2015-11-12 00:00:00,India,Hindi,,164.0,2015,5.3,6399,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,297.0,Prem Ratan Dhan Payo,/wiki/Prem_Ratan_Dhan_Payo,http://www.imdb.com/title/tt3595298/,http://www.rottentomatoes.com/m/prem_ratan_dhan_payo/,tt3595298,,,,,,,45.4003576185,43.0,50.4750171116,8.0,5.3
341,tt3605418,Knock Knock,2015-10-09 00:00:00,"Chile, USA","English, Spanish",R,99.0,2015,5.0,25102,"Knock Knock brings a lot of talent to bear on its satirical approach to torture horror, but not effectively enough to overcome its repetitive story or misguidedly campy tone.",19.0,32.0,5.2,59.0,40.0,22.0,2.3,5146.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0,Knock Knock,/wiki/Knock_Knock_(2015_film),http://www.imdb.com/title/tt3605418/,http://www.rottentomatoes.com/m/771412068/,tt3605418,,,,,,,44.5551917421,37.0,43.4743326489,14.0,4.8
344,tt3614530,Jem and the Holograms,2015-10-23 00:00:00,USA,English,PG,118.0,2015,3.2,1187,Jem and the Holograms ignores its source material's goofy charm in favor of bland by-the-numbers drama.,11.0,19.0,3.5,57.0,46.0,49.0,2.9,4499.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,287.0,Jem and the Holograms,/wiki/Jem_and_the_Holograms_(film),http://www.imdb.com/title/tt3614530/,http://www.rottentomatoes.com/m/jem_and_the_holograms_2015/,tt3614530,5000000.0,USD,,,,,16.3345908346,14.3333333333,35.9726214921,13.0,4.5
347,tt3616916,The Wave,1929-08-20 00:00:00,Norway,Norwegian,,104.0,2015,7.2,1616,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,229.0,The Wave,/wiki/The_Wave_(2015_film),http://www.imdb.com/title/tt3616916/,,tt3616916,50000000.0,NOK,,,,,-40.0681380348,50.3333333333,-44.0136892539,11.0,7.2
350,tt3623668,Under Milk Wood,2015-10-30 00:00:00,UK,"English, Welsh",,87.0,2015,7.0,34,,5.0,31.0,5.1,16.0,11.0,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,174.0,Under Milk Wood,/wiki/Under_Milk_Wood_(2015_film),http://www.imdb.com/title/tt3623668/,,tt3623668,,,,,,,46.7840457968,36.6666666667,53.1225188227,8.0,7.0
353,tt3623726,Ricki and the Flash,2015-08-07 00:00:00,USA,English,PG-13,101.0,2015,6.0,6668,Meryl Streep's outstanding work helps Ricki and the Flash overcome its inconsistent tone and fairly predictable premise.,103.0,64.0,6.0,161.0,58.0,49.0,3.2,14272.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,212.0,Ricki and the Flash,/wiki/Ricki_and_the_Flash,http://www.imdb.com/title/tt3623726/,http://www.rottentomatoes.com/m/ricki_and_the_flash/,tt3623726,18000000.0,USD,26822144.0,USD,,26822144.0,66.1245722108,76.0,71.4551676934,57.0,6.2
354,tt3659388,The Martian,2015-10-02 00:00:00,"USA, UK","English, Mandarin",PG-13,144.0,2015,8.2,161007,"Smart, thrilling, and surprisingly funny, The Martian offers a faithful adaptation of the bestselling book that brings out the best in leading man Matt Damon and director Ridley Scott.",249.0,93.0,7.9,268.0,19.0,93.0,4.3,93290.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,257.0,The Martian,/wiki/The_Martian_(film),http://www.imdb.com/title/tt3659388/,http://www.rottentomatoes.com/m/the_martian/,tt3659388,108000000.0,USD,108715595.0,USD,,108715595.0,42.492998517,64.0,77.8370978782,36.0,8.4
357,tt3682448,Bridge of Spies,2015-10-16 00:00:00,"USA, India, Germany","English, German, Russian",PG-13,141.0,2015,8.1,17594,"Bridge of Spies finds new life in Hollywood's classic Cold War espionage thriller formula, thanks to reliably outstanding work from Steven Spielberg and Tom Hanks.",209.0,92.0,7.8,228.0,19.0,90.0,4.2,38652.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,281.0,Bridge of Spies,/wiki/Bridge_of_Spies_(film),http://www.imdb.com/title/tt3682448/,http://www.rottentomatoes.com/m/bridge_of_spies/,tt3682448,40000000.0,USD,,,,,55.742642026,25.0,68.8268309377,55.0,8.25
358,tt3704050,Remember,2016-01-15 00:00:00,"Canada, Germany","English, German",R,95.0,2015,7.2,268,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,251.0,Remember,/wiki/Remember_(2015_film),http://www.imdb.com/title/tt3704050/,,tt3704050,"['CAD13,000,000']",CAD,,,,,76.8636478259,177.333333333,55.4907597536,39.0,7.2
361,tt3707106,By the Sea,2015-12-09 00:00:00,"USA, France","English, French",R,132.0,2015,5.7,542,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,295.0,By the Sea,/wiki/By_the_Sea_(2015_film),http://www.imdb.com/title/tt3707106/,http://www.rottentomatoes.com/m/by_the_sea_2015/,tt3707106,10000000.0,USD,,,,,44.0538672142,53.3333333333,40.514715948,5.0,5.7
364,tt3715320,Irrational Man,2015-08-07 00:00:00,USA,English,R,95.0,2015,6.8,8689,"Irrational Man may prove rewarding for the most ardent Joaquin Phoenix fans or Woody Allen apologists, but all others most likely need not apply.",65.0,42.0,5.4,156.0,91.0,53.0,3.3,4487.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,142.0,Irrational Man,/wiki/Irrational_Man_(film),http://www.imdb.com/title/tt3715320/,,tt3715320,,,3996947.0,USD,,3996947.0,34.7141903482,40.5,79.6824093087,52.0,6.7
366,tt3722070,The Lady in the Van,2016-01-15 00:00:00,UK,English,PG-13,104.0,2015,6.4,425,,16.0,100.0,7.0,16.0,0.0,,4.1,1106.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,259.0,The Lady in the Van,/wiki/The_Lady_in_the_Van,http://www.imdb.com/title/tt3722070/,http://www.rottentomatoes.com/m/the_lady_in_the_van_2015/,tt3722070,,,,,,,63.7427861234,66.5,59.6906228611,6.0,7.3
368,tt3735246,Bajirao Mastani,2015-12-18 00:00:00,India,Hindi,,,2015,,,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,309.0,Bajirao Mastani,/wiki/Bajirao_Mastani_(film),http://www.imdb.com/title/tt3735246/,,tt3735246,,,,,,,32.0323927739,29.6666666667,52.8131416838,9.0,
371,tt3742378,The Second Mother,2015-08-28 00:00:00,Brazil,Portuguese,R,112.0,2015,8.2,3036,"The Second Mother's compelling characters serve an artfully drawn, thought-provoking story that's beautifully brought to life by a talented cast.",63.0,95.0,8.0,66.0,3.0,95.0,4.5,1367.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,29.0,The Second Mother,/wiki/The_Second_Mother_(2015_film),http://www.imdb.com/title/tt3742378/,http://www.rottentomatoes.com/m/que_horas_ela_volta/,tt3742378,4000000.0,BRL,335281.0,USD,,335281.0,61.5030800821,36.0,51.3511293634,9.0,8.6
372,tt3774092,Amnesia,2015-08-19 00:00:00,"Switzerland, France","German, Spanish, English",,96.0,2015,5.5,106,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,221.0,Amnesia,/wiki/Amnesia_(2015_film),http://www.imdb.com/title/tt3774092/,,tt3774092,,,,,,,63.1271137428,86.0,73.9794661191,22.0,5.5
375,tt3781476,Monster Hunt,2015-07-16 00:00:00,"China, Hong Kong",Mandarin,,111.0,2015,6.3,1229,,,,,,,48.0,3.2,111.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,192.0,Monster Hunt,/wiki/Monster_Hunt,http://www.imdb.com/title/tt3781476/,,tt3781476,,,384752329.0,USD,,384752329.0,43.0634169568,23.0,52.5366187543,8.0,6.35
377,tt3787590,We Are Your Friends,2015-08-28 00:00:00,"UK, France, USA",English,R,96.0,2015,5.9,7502,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,227.0,We Are Your Friends,/wiki/We_Are_Your_Friends_(film),http://www.imdb.com/title/tt3787590/,http://www.rottentomatoes.com/m/we_are_your_friends/,tt3787590,6000000.0,USD,3590010.0,USD,,3590010.0,31.8781073878,31.3333333333,-0.23819301848,13.0,5.9
380,tt3792960,The Brand New Testament,2015-09-01 00:00:00,"Belgium, France, Luxembourg","French, German",,113.0,2015,7.1,1577,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,144.0,The Brand New Testament,/wiki/The_Brand_New_Testament,http://www.imdb.com/title/tt3792960/,,tt3792960,8555500.0,USD,,,,,65.2788224165,89.0,58.5571526352,15.0,7.1
382,tt3808342,Son of Saul,2015-12-18 00:00:00,Hungary,"Hungarian, Yiddish, German, Polish",R,107.0,2015,7.9,2558,"Grimly intense yet thoroughly rewarding, Son of Saul offers an unforgettable viewing experience -- and establishes director László Nemes as a talent to watch.",35.0,95.0,8.6,37.0,2.0,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,138.0,Son of Saul,/wiki/Son_of_Saul,http://www.imdb.com/title/tt3808342/,,tt3808342,280000000.0,HUF,,,,,37.9137577002,18.0,38.8281998631,4.0,7.9
383,tt3850590,Krampus,2015-12-04 00:00:00,USA,English,PG-13,,2015,,,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,303.0,Krampus,/wiki/Krampus_(film),http://www.imdb.com/title/tt3850590/,http://www.rottentomatoes.com/m/krampus/,tt3850590,15000000.0,USD,,,,,47.7620707612,100.333333333,41.1006160164,6.0,
386,tt3862750,The Perfect Guy,2015-09-11 00:00:00,USA,English,PG-13,100.0,2015,5.0,2098,"The Perfect Guy threatens to tip into enjoyably depraved territory, but ultimately settles for timid thriller clichés.",7.0,19.0,3.9,37.0,30.0,57.0,3.4,16862.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,231.0,The Perfect Guy,/wiki/The_Perfect_Guy_(2015_film),http://www.imdb.com/title/tt3862750/,http://www.rottentomatoes.com/m/the_perfect_guy/,tt3862750,12000000.0,USD,54737351.0,USD,,54737351.0,44.4351026964,42.3333333333,46.46954141,9.0,5.9
389,tt3865478,11 Minutes,2015-10-23 00:00:00,"Poland, Ireland","Polish, English",,81.0,2015,5.9,226,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,246.0,11 Minutes,/wiki/11_Minutes_(film),http://www.imdb.com/title/tt3865478/,,tt3865478,8000000.0,PLN,,,,,38.7605648085,36.0,77.4674880219,23.0,5.9
392,tt3921314,Muhammad: The Messenger of God,2015-08-29 00:00:00,Iran,"Arabic, English, Persian",,178.0,2015,8.6,2749,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,64.0,Muhammad: The Messenger of God,/wiki/Muhammad:_The_Messenger_of_God_(film),http://www.imdb.com/title/tt3921314/,,tt3921314,623300000000.0,IRR,,,,,35.8959616701,8.0,56.6570841889,17.0,8.6
393,tt4000870,Addicted to Fresno,2015-09-01 00:00:00,USA,English,NOT RATED,85.0,2015,5.5,752,,7.0,33.0,4.2,21.0,14.0,30.0,2.6,286.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,91.0,Addicted to Fresno,/wiki/Addicted_to_Fresno,http://www.imdb.com/title/tt4000870/,,tt4000870,,,,,,,37.7335532591,81.3333333333,44.7912388775,60.0,5.35
396,tt4010918,The Throne,2015-09-16 00:00:00,South Korea,Korean,,125.0,2015,7.2,148,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,267.0,The Throne,/wiki/The_Throne_(film),http://www.imdb.com/title/tt4010918/,,tt4010918,,,,,,,38.4992089407,20.3333333333,55.9753593429,9.0,7.2
399,tt4056738,Do You Believe?,2015-03-20 00:00:00,USA,English,PG-13,120.0,2015,5.7,3974,,3.0,18.0,4.2,17.0,14.0,84.0,4.2,10715.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,96.0,Do You Believe?,/wiki/Do_You_Believe%3F_(film),http://www.imdb.com/title/tt4056738/,http://www.rottentomatoes.com/m/do_you_believe/,tt4056738,,,12985267.0,USD,,12985267.0,44.0629705681,125.0,41.7193702943,5.0,7.05
400,tt4074958,Somewhere Only We Know,2015-02-13 00:00:00,China,"Mandarin, English",,109.0,2015,5.3,369,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,62.0,Somewhere Only We Know,/wiki/Somewhere_Only_We_Know_(film),http://www.imdb.com/title/tt4074958/,,tt4074958,,,,,,,-0.774811772758,5.0,40.8295687885,6.0,5.3
401,tt4163644,The Sweet Escape,2015-06-10 00:00:00,France,French,,105.0,2015,6.8,266,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,165.0,The Sweet Escape,/wiki/The_Sweet_Escape_(film),http://www.imdb.com/title/tt4163644/,,tt4163644,,,,,,,48.3544272292,44.0,54.2477754962,14.0,6.8
403,tt4178092,The Gift,2015-08-07 00:00:00,"Australia, USA",English,R,108.0,2015,7.2,44087,"The Gift is wickedly smart and playfully subversive, challenging the audience's expectations while leaving them leaning on the edges of their seats.",135.0,93.0,7.5,145.0,10.0,77.0,3.8,43931.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,205.0,The Gift,/wiki/The_Gift_(2015_film),http://www.imdb.com/title/tt4178092/,http://www.rottentomatoes.com/m/the_gift_2015/,tt4178092,5000000.0,USD,43771291.0,USD,,43771291.0,42.1584759297,60.0,41.1225188227,3.0,7.4
406,tt4191054,Strange Magic,2015-01-23 00:00:00,USA,English,PG,99.0,2015,5.7,4552,"Like most modern animated movies, Strange Magic is lovely to look at; unfortunately, there isn't much going on beneath the surface.",9.0,17.0,3.8,54.0,45.0,50.0,3.2,11602.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,14.0,Strange Magic,/wiki/Strange_Magic_(film),http://www.imdb.com/title/tt4191054/,http://www.rottentomatoes.com/m/strange_magic/,tt4191054,,,12427046.0,USD,,12427046.0,27.6671940396,30.5,55.5701574264,4.0,6.05
408,tt4208812,Rams,2015-05-28 00:00:00,Iceland,Icelandic,,93.0,2015,7.6,224,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,137.0,Rams,/wiki/Rams_(film),http://www.imdb.com/title/tt4208812/,,tt4208812,1750000.0,USD,,,,,50.7816563997,11.0,38.4010951403,7.0,7.6
409,tt4285496,Embrace of the Serpent,2016-02-17 00:00:00,"Colombia, Venezuela, Argentina","Spanish, Portuguese, German, Catalan, Latin",,125.0,2015,8.2,777,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,136.0,Embrace of the Serpent,/wiki/Embrace_of_the_Serpent,http://www.imdb.com/title/tt4285496/,http://www.rottentomatoes.com/m/embrace_of_the_serpent/,tt4285496,,,,,,,49.1389459274,25.0,35.0280629706,3.0,8.2
410,tt4320966,Jackpot,2015-02-13 00:00:00,Vietnam,Vietnamese,,,2015,5.9,14,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,67.0,Jackpot,/wiki/Jackpot_(2015_film),http://www.imdb.com/title/tt4320966/,,tt4320966,,,,,,,52.4079397673,46.0,52.4079397673,3.0,5.9
411,tt4337690,90 Minutes in Heaven,2015-09-11 00:00:00,USA,English,PG-13,121.0,2015,4.6,670,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,252.0,90 Minutes in Heaven,/wiki/90_Minutes_in_Heaven_(film),http://www.imdb.com/title/tt4337690/,,tt4337690,5000000.0,USD,4700361.0,USD,,4700361.0,33.5045920296,33.5,44.8651608487,11.0,4.6
413,tt4344878,Miss Granny,2015-01-16 00:00:00,"China, South Korea",Mandarin,,131.0,2015,6.8,473,,,,,,,89.0,4.3,86.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,20 Once Again,/wiki/20_Once_Again,http://www.imdb.com/title/tt4344878/,,tt4344878,,,234573.0,USD,,234573.0,31.3894592745,40.0,33.8726899384,7.0,7.7
414,tt4375438,The Club,2015-05-28 00:00:00,Chile,Spanish,,98.0,2015,7.4,1148,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,60.0,The Club,/wiki/The_Club_(2015_film),http://www.imdb.com/title/tt4375438/,,tt4375438,,,,,,,-0.490075290897,49.0,38.7707049966,9.0,7.4
415,tt4411504,The Clan,2015-08-13 00:00:00,"Argentina, Spain",Spanish,R,110.0,2015,7.3,1989,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,217.0,The Clan,/wiki/The_Clan_(2015_film),http://www.imdb.com/title/tt4411504/,,tt4411504,,,,,,,60.4928131417,50.0,43.8576317591,17.0,7.3
416,tt4535650,Dilwale,2015-12-18 00:00:00,India,"Indian Sign Language, Hindi",,158.0,2015,,,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,310.0,Dilwale,/wiki/Dilwale_(2015_film),http://www.imdb.com/title/tt4535650/,,tt4535650,1250000000.0,INR,,,,,47.5737144767,63.5,41.7631759069,12.0,
418,tt4691166,7 Letters,2015-07-24 00:00:00,Singapore,"English, Malay, Hokkien, Mandarin, Malayalam",,,2015,8.3,47,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,199.0,7 Letters,/wiki/7_Letters,http://www.imdb.com/title/tt4691166/,,tt4691166,3100000.0,SGD,,,,,51.3730321697,61.0,31.6358658453,6.0,8.3
419,tt4897822,Where to Invade Next,2015-10-02 00:00:00,USA,"English, Italian, French, German, Finnish, Norwegian, Portuguese, Arabic",,110.0,2015,6.4,245,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,250.0,Where to Invade Next,/wiki/Where_to_Invade_Next,http://www.imdb.com/title/tt4897822/,http://www.rottentomatoes.com/m/where_to_invade_next/,tt4897822,,,,,,,61.4428473648,4.0,61.4428473648,16.0,6.4
